beverage_id,beverage_name,type,category,skill_level,prep_time_min,total_time_min,equipment,ingredients,instructions
3869,British Black Tea Tea 3869,Tea,Tea,Beginner,20,26,Blender,"black tea:217ml,mint:17g,honey:71g,ginger:6g,rose petals:75g",Prepare the glassware for the british black tea tea 3869|Combine black tea with mint and honey|Add ginger and rose petals and mix until balanced|Finish using Blender|Serve the british black tea tea 3869 immediately
3870,Tropical Almond Milk Smoothie 3870,Smoothie,Smoothie,Beginner,15,27,Blender,"almond milk:216ml,mango:202g,banana:160g,honey:83g,chia seeds:18g",Prepare the glassware for the tropical almond milk smoothie 3870|Combine almond milk with mango and banana|Add honey and chia seeds and mix until balanced|Finish using Blender|Serve the tropical almond milk smoothie 3870 immediately
3871,Latin Gin Cocktail 3871,Cocktail,Cocktail,Pro,19,28,Blender,"gin:38g,soda water:231ml,tonic water:55ml,passion fruit:59g,mint:10g",Prepare the glassware for the latin gin cocktail 3871|Combine gin with soda water and tonic water|Add passion fruit and mint and mix until balanced|Finish using Blender|Serve the latin gin cocktail 3871 immediately
3872,Middle Eastern Orange Juice Mocktail 3872,Mocktail,Mocktail,Beginner,10,24,Stove,"orange juice:173ml,ginger:8g,lemon juice:68ml,pomegranate:50g,strawberry:58g",Prepare the glassware for the middle eastern orange juice mocktail 3872|Combine orange juice with ginger and lemon juice|Add pomegranate and strawberry and mix until balanced|Finish using Stove|Serve the middle eastern orange juice mocktail 3872 immediately
3873,Nordic Drip Coffee Coffee 3873,Coffee,Coffee,Intermediate,12,26,,"drip coffee:265ml,oat milk:99ml,almond milk:183ml,cardamom:16g,cocoa:6g",Prepare the glassware for the nordic drip coffee coffee 3873|Combine drip coffee with oat milk and almond milk|Add cardamom and cocoa and mix until balanced|Finish using a serving glass|Serve the nordic drip coffee coffee 3873 immediately
3874,British Herbal Tea Tea 3874,Tea,Tea,Beginner,20,32,Stove,"herbal tea:102ml,mint:2g,hot water:235ml,ice:63g,ginger:12g",Prepare the glassware for the british herbal tea tea 3874|Combine herbal tea with mint and hot water|Add ice and ginger and mix until balanced|Finish using Stove|Serve the british herbal tea tea 3874 immediately
3875,American Coconut Water Smoothie 3875,Smoothie,Smoothie,Beginner,10,24,Blender,"coconut water:52ml,pineapple:112g,spinach:20g,chia seeds:18g,honey:53g",Prepare the glassware for the american coconut water smoothie 3875|Combine coconut water with pineapple and spinach|Add chia seeds and honey and mix until balanced|Finish using Blender|Serve the american coconut water smoothie 3875 immediately
3876,Nordic Tequila Cocktail 3876,Cocktail,Cocktail,Pro,15,27,Blender,"tequila:25g,lemon juice:30ml,soda water:261ml,basil:15g,passion fruit:80g",Prepare the glassware for the nordic tequila cocktail 3876|Combine tequila with lemon juice and soda water|Add basil and passion fruit and mix until balanced|Finish using Blender|Serve the nordic tequila cocktail 3876 immediately
3877,Middle Eastern Sparkling Water Mocktail 3877,Mocktail,Mocktail,Intermediate,6,21,Blender,"sparkling water:215ml,rose syrup:189ml,honey:28g,cucumber:199g,strawberry:66g",Prepare the glassware for the middle eastern sparkling water mocktail 3877|Combine sparkling water with rose syrup and honey|Add cucumber and strawberry and mix until balanced|Finish using Blender|Serve the middle eastern sparkling water mocktail 3877 immediately
3878,Nordic Instant Coffee Coffee 3878,Coffee,Coffee,Intermediate,12,21,Espresso Machine,"instant coffee:131ml,condensed milk:279ml,oat milk:234ml,cinnamon:2g,cardamom:18g",Prepare the glassware for the nordic instant coffee coffee 3878|Combine instant coffee with condensed milk and oat milk|Add cinnamon and cardamom and mix until balanced|Finish using Espresso Machine|Serve the nordic instant coffee coffee 3878 immediately
3879,Moroccan Herbal Tea Tea 3879,Tea,Tea,Intermediate,7,12,Stove,"herbal tea:80ml,mint:2g,milk:55ml,orange peel:69g,cardamom:7g",Prepare the glassware for the moroccan herbal tea tea 3879|Combine herbal tea with mint and milk|Add orange peel and cardamom and mix until balanced|Finish using Stove|Serve the moroccan herbal tea tea 3879 immediately
3880,Asian Coconut Water Smoothie 3880,Smoothie,Smoothie,Intermediate,10,15,Blender,"coconut water:29ml,berries:189g,banana:106g,chia seeds:18g,ginger:5g",Prepare the glassware for the asian coconut water smoothie 3880|Combine coconut water with berries and banana|Add chia seeds and ginger and mix until balanced|Finish using Blender|Serve the asian coconut water smoothie 3880 immediately
3881,Latin Tequila Cocktail 3881,Cocktail,Cocktail,Pro,12,22,,"tequila:66g,tonic water:138ml,ginger beer:8g,passion fruit:64g,basil:16g",Prepare the glassware for the latin tequila cocktail 3881|Combine tequila with tonic water and ginger beer|Add passion fruit and basil and mix until balanced|Finish using a serving glass|Serve the latin tequila cocktail 3881 immediately
3882,Indian Coconut Water Mocktail 3882,Mocktail,Mocktail,Intermediate,7,16,Blender,"coconut water:184ml,lime juice:300ml,mint:7g,basil:17g,strawberry:73g",Prepare the glassware for the indian coconut water mocktail 3882|Combine coconut water with lime juice and mint|Add basil and strawberry and mix until balanced|Finish using Blender|Serve the indian coconut water mocktail 3882 immediately
3883,Italian Espresso Coffee 3883,Coffee,Coffee,Beginner,19,20,Blender,"espresso:227ml,milk:227ml,water:33ml,ice:30g,cocoa:6g",Prepare the glassware for the italian espresso coffee 3883|Combine espresso with milk and water|Add ice and cocoa and mix until balanced|Finish using Blender|Serve the italian espresso coffee 3883 immediately
3884,Indian Black Tea Tea 3884,Tea,Tea,Intermediate,14,18,Blender,"black tea:257ml,milk:186ml,mint:7g,rose petals:62g,ginger:3g",Prepare the glassware for the indian black tea tea 3884|Combine black tea with milk and mint|Add rose petals and ginger and mix until balanced|Finish using Blender|Serve the indian black tea tea 3884 immediately
3885,American Yogurt Smoothie 3885,Smoothie,Smoothie,Intermediate,20,31,Blender,"yogurt:21g,berries:35g,oats:65g,peanut butter:56g,cocoa:6g",Prepare the glassware for the american yogurt smoothie 3885|Combine yogurt with berries and oats|Add peanut butter and cocoa and mix until balanced|Finish using Blender|Serve the american yogurt smoothie 3885 immediately
3886,Nordic Vodka Cocktail 3886,Cocktail,Cocktail,Beginner,13,27,"Blender,Stove","vodka:32g,tonic water:140ml,ginger beer:10g,cucumber:77g,passion fruit:66g","Prepare the glassware for the nordic vodka cocktail 3886|Combine vodka with tonic water and ginger beer|Add cucumber and passion fruit and mix until balanced|Finish using Blender, Stove|Serve the nordic vodka cocktail 3886 immediately"
3887,Indian Pineapple Juice Mocktail 3887,Mocktail,Mocktail,Intermediate,17,20,,"pineapple juice:163ml,ginger:15g,lemon juice:74ml,cucumber:149g,mango:143g",Prepare the glassware for the indian pineapple juice mocktail 3887|Combine pineapple juice with ginger and lemon juice|Add cucumber and mango and mix until balanced|Finish using a serving glass|Serve the indian pineapple juice mocktail 3887 immediately
3888,Global Instant Coffee Coffee 3888,Coffee,Coffee,Beginner,10,14,Blender,"instant coffee:105ml,oat milk:80ml,almond milk:26ml,ice:184g,cardamom:2g",Prepare the glassware for the global instant coffee coffee 3888|Combine instant coffee with oat milk and almond milk|Add ice and cardamom and mix until balanced|Finish using Blender|Serve the global instant coffee coffee 3888 immediately
3889,Indian Matcha Powder Tea 3889,Tea,Tea,Intermediate,20,28,Blender,"matcha powder:25g,milk:25ml,mint:19g,cardamom:4g,ice:129g",Prepare the glassware for the indian matcha powder tea 3889|Combine matcha powder with milk and mint|Add cardamom and ice and mix until balanced|Finish using Blender|Serve the indian matcha powder tea 3889 immediately
3890,African Almond Milk Smoothie 3890,Smoothie,Smoothie,Beginner,8,19,Blender,"almond milk:161ml,pineapple:98g,berries:175g,ginger:9g,cocoa:9g",Prepare the glassware for the african almond milk smoothie 3890|Combine almond milk with pineapple and berries|Add ginger and cocoa and mix until balanced|Finish using Blender|Serve the african almond milk smoothie 3890 immediately
3891,Nordic Gin Cocktail 3891,Cocktail,Cocktail,Beginner,16,31,,"gin:73g,orange juice:287ml,lime juice:173ml,mint:2g,berry syrup:103ml",Prepare the glassware for the nordic gin cocktail 3891|Combine gin with orange juice and lime juice|Add mint and berry syrup and mix until balanced|Finish using a serving glass|Serve the nordic gin cocktail 3891 immediately
3892,Caribbean Orange Juice Mocktail 3892,Mocktail,Mocktail,Intermediate,10,25,,"orange juice:51ml,rose syrup:109ml,lemon juice:72ml,cucumber:23g,pomegranate:49g",Prepare the glassware for the caribbean orange juice mocktail 3892|Combine orange juice with rose syrup and lemon juice|Add cucumber and pomegranate and mix until balanced|Finish using a serving glass|Serve the caribbean orange juice mocktail 3892 immediately
3893,Global Espresso Coffee 3893,Coffee,Coffee,Beginner,18,19,Espresso Machine,"espresso:207ml,oat milk:90ml,milk:209ml,cinnamon:14g,vanilla syrup:141ml",Prepare the glassware for the global espresso coffee 3893|Combine espresso with oat milk and milk|Add cinnamon and vanilla syrup and mix until balanced|Finish using Espresso Machine|Serve the global espresso coffee 3893 immediately
3894,Chinese Green Tea Tea 3894,Tea,Tea,Beginner,10,10,Stove,"green tea:187ml,milk:101ml,honey:61g,ginger:10g,orange peel:46g",Prepare the glassware for the chinese green tea tea 3894|Combine green tea with milk and honey|Add ginger and orange peel and mix until balanced|Finish using Stove|Serve the chinese green tea tea 3894 immediately
3895,Mediterranean Milk Smoothie 3895,Smoothie,Smoothie,Beginner,14,15,Blender,"milk:102ml,banana:131g,pineapple:104g,peanut butter:8g,honey:30g",Prepare the glassware for the mediterranean milk smoothie 3895|Combine milk with banana and pineapple|Add peanut butter and honey and mix until balanced|Finish using Blender|Serve the mediterranean milk smoothie 3895 immediately
3896,Latin Rum Cocktail 3896,Cocktail,Cocktail,Pro,9,23,Blender,"rum:21g,lime juice:244ml,ginger beer:5g,passion fruit:19g,pineapple:169g",Prepare the glassware for the latin rum cocktail 3896|Combine rum with lime juice and ginger beer|Add passion fruit and pineapple and mix until balanced|Finish using Blender|Serve the latin rum cocktail 3896 immediately
3897,Global Apple Juice Mocktail 3897,Mocktail,Mocktail,Intermediate,7,10,Stove,"apple juice:109ml,honey:17g,rose syrup:169ml,cucumber:113g,strawberry:67g",Prepare the glassware for the global apple juice mocktail 3897|Combine apple juice with honey and rose syrup|Add cucumber and strawberry and mix until balanced|Finish using Stove|Serve the global apple juice mocktail 3897 immediately
3898,Vietnamese Cold Brew Coffee Coffee 3898,Coffee,Coffee,Beginner,13,21,Espresso Machine,"cold brew coffee:89ml,almond milk:133ml,water:134ml,ice:182g,brown sugar:12g",Prepare the glassware for the vietnamese cold brew coffee coffee 3898|Combine cold brew coffee with almond milk and water|Add ice and brown sugar and mix until balanced|Finish using Espresso Machine|Serve the vietnamese cold brew coffee coffee 3898 immediately
3899,British Herbal Tea Tea 3899,Tea,Tea,Beginner,9,22,Stove,"herbal tea:196ml,mint:2g,milk:214ml,cardamom:9g,ginger:14g",Prepare the glassware for the british herbal tea tea 3899|Combine herbal tea with mint and milk|Add cardamom and ginger and mix until balanced|Finish using Stove|Serve the british herbal tea tea 3899 immediately
3900,African Almond Milk Smoothie 3900,Smoothie,Smoothie,Intermediate,9,10,Blender,"almond milk:78ml,pineapple:99g,spinach:29g,cocoa:14g,chia seeds:4g",Prepare the glassware for the african almond milk smoothie 3900|Combine almond milk with pineapple and spinach|Add cocoa and chia seeds and mix until balanced|Finish using Blender|Serve the african almond milk smoothie 3900 immediately
3901,Latin Rum Cocktail 3901,Cocktail,Cocktail,Beginner,17,27,,"rum:44g,lime juice:127ml,lemon juice:200ml,basil:6g,cucumber:208g",Prepare the glassware for the latin rum cocktail 3901|Combine rum with lime juice and lemon juice|Add basil and cucumber and mix until balanced|Finish using a serving glass|Serve the latin rum cocktail 3901 immediately
3902,Indian Orange Juice Mocktail 3902,Mocktail,Mocktail,Intermediate,8,14,,"orange juice:26ml,mint:20g,lemon juice:270ml,basil:6g,strawberry:12g",Prepare the glassware for the indian orange juice mocktail 3902|Combine orange juice with mint and lemon juice|Add basil and strawberry and mix until balanced|Finish using a serving glass|Serve the indian orange juice mocktail 3902 immediately
3903,Latin Espresso Coffee 3903,Coffee,Coffee,Intermediate,7,13,Espresso Machine,"espresso:227ml,condensed milk:162ml,oat milk:44ml,cocoa:20g,cinnamon:19g",Prepare the glassware for the latin espresso coffee 3903|Combine espresso with condensed milk and oat milk|Add cocoa and cinnamon and mix until balanced|Finish using Espresso Machine|Serve the latin espresso coffee 3903 immediately
3904,Japanese Oolong Tea Tea 3904,Tea,Tea,Beginner,9,12,,"oolong tea:268ml,lemon juice:282ml,hot water:285ml,ice:26g,ginger:5g",Prepare the glassware for the japanese oolong tea tea 3904|Combine oolong tea with lemon juice and hot water|Add ice and ginger and mix until balanced|Finish using a serving glass|Serve the japanese oolong tea tea 3904 immediately
3905,Tropical Milk Smoothie 3905,Smoothie,Smoothie,Beginner,8,12,Blender,"milk:90ml,oats:82g,pineapple:91g,peanut butter:11g,chia seeds:8g",Prepare the glassware for the tropical milk smoothie 3905|Combine milk with oats and pineapple|Add peanut butter and chia seeds and mix until balanced|Finish using Blender|Serve the tropical milk smoothie 3905 immediately
3906,Tropical Whiskey Cocktail 3906,Cocktail,Cocktail,Intermediate,11,17,Blender,"whiskey:25g,orange juice:92ml,soda water:189ml,basil:3g,passion fruit:14g",Prepare the glassware for the tropical whiskey cocktail 3906|Combine whiskey with orange juice and soda water|Add basil and passion fruit and mix until balanced|Finish using Blender|Serve the tropical whiskey cocktail 3906 immediately
3907,European Coconut Water Mocktail 3907,Mocktail,Mocktail,Beginner,10,19,Stove,"coconut water:85ml,rose syrup:82ml,ginger:14g,watermelon:96ml,cucumber:71g",Prepare the glassware for the european coconut water mocktail 3907|Combine coconut water with rose syrup and ginger|Add watermelon and cucumber and mix until balanced|Finish using Stove|Serve the european coconut water mocktail 3907 immediately
3908,Vietnamese Drip Coffee Coffee 3908,Coffee,Coffee,Intermediate,20,31,Espresso Machine,"drip coffee:157ml,oat milk:114ml,milk:264ml,cinnamon:20g,ice:196g",Prepare the glassware for the vietnamese drip coffee coffee 3908|Combine drip coffee with oat milk and milk|Add cinnamon and ice and mix until balanced|Finish using Espresso Machine|Serve the vietnamese drip coffee coffee 3908 immediately
